source_partner,source_country,destination_country,gsv
#####,Kuwait,Tanzania,4487
#####,Kuwait,Uganda,24657
#####,Oman,Kenya,38238
#####,Oman,Rwanda,17729
#####,Oman,Tanzania,18738
#####,Oman,Uganda,106207
#####,Qatar,Kenya,1403
#####,Qatar,Uganda,10580
#####,United Arab Emirates,Kenya,80261
#####,United Arab Emirates,Rwanda,9718
#####,United Arab Emirates,Tanzania,181942
#####,United Arab Emirates,Uganda,162140
#####,United States of America,Benin,13
#####,United States of America,Botswana,10
#####,United States of America,Burkina Faso,9
#####,United States of America,Burundi,5
#####,United States of America,Cameroon,14
#####,United States of America,Central African Republic,6
#####,United States of America,Chad,8
#####,United States of America,Congo,14
#####,United States of America,"Congo, Democratic Republic of the",5
#####,United States of America,C̫te d'Ivoire,28
#####,United States of America,Egypt,48
#####,United States of America,Gabon,13
#####,United States of America,Guinea,7
#####,United States of America,Guinea-Bissau,5
#####,United States of America,Kenya,15
#####,United States of America,Liberia,11
#####,United States of America,Madagascar,4
#####,United States of America,Malawi,12
#####,United States of America,Mali,21
#####,United States of America,Rwanda,18
#####,United States of America,Sierra Leone,5
#####,United States of America,Tanzania,9
#####,United States of America,Thailand,4
#####,United States of America,Togo,2
#####,United States of America,Uganda,10
#####,United States of America,Viet Nam,17
#####,United States of America,Zambia,12
#####,Australia,Bangladesh,9725
#####,Australia,Botswana,1
#####,Australia,Cambodia,1
#####,Australia,Egypt,58
#####,Australia,Ethiopia,2
#####,Australia,Ghana,152
#####,Australia,India,137151
#####,Australia,Indonesia,49671
#####,Australia,Kenya,2
#####,Australia,Malaysia,1
#####,Australia,Nepal,255204
#####,Australia,Pakistan,1552
#####,Australia,Philippines,486551
#####,Australia,South Sudan,6959
#####,Australia,Sri Lanka,826
#####,Australia,Thailand,6786
#####,Australia,Turkey,2
#####,Australia,Uganda,161819
#####,Australia,Viet Nam,420352
#####,Australia,Zambia,1
#####,United States of America,Argentina,5
#####,United States of America,Bangladesh,2438204
#####,United States of America,Brazil,9645
#####,United States of America,Colombia,5
#####,United States of America,Israel,1
#####,United States of America,Nepal,5
#####,United States of America,Philippines,24385
#####,United States of America,Viet Nam,84049
#####,Malaysia,Belgium,363
#####,Malaysia,China,133859
#####,Malaysia,France,2
#####,Malaysia,Netherlands,1459
#####,Malaysia,United Kingdom,3
#####,Kenya,Bangladesh,1
#####,Kenya,Pakistan,3
#####,Oman,Australia,13506
#####,Oman,Bahrain,1761
#####,Oman,Bangladesh,79028
#####,Oman,Cameroon,20419
#####,Oman,Canada,21181
#####,Oman,China,16132
#####,Oman,C̫te d'Ivoire,5
#####,Oman,Ethiopia,3003
#####,Oman,Gambia,3
#####,Oman,Ghana,247880
#####,Oman,Indonesia,143560
#####,Oman,Kenya,782418
#####,Oman,Morocco,11268
#####,Oman,Nigeria,140896
#####,Oman,Pakistan,268509
#####,Oman,Philippines,3751386
#####,Oman,Rwanda,95074
#####,Oman,Singapore,1238
#####,Oman,Tanzania,534272
#####,Oman,Thailand,45758
#####,Oman,Tunisia,3
#####,Oman,Turkey,196988
#####,Oman,Uganda,310425
#####,Oman,United States of America,7571
#####,Oman,Viet Nam,20546
#####,Belgium,Benin,5971
#####,Belgium,Burkina Faso,50
#####,Belgium,Cameroon,27087
#####,Belgium,Colombia,946
#####,Belgium,"Congo, Democratic Republic of the",1597
#####,Belgium,C̫te d'Ivoire,7707
#####,Belgium,Ghana,427889
#####,Belgium,India,36457
#####,Belgium,Kenya,29496
#####,Belgium,Mali,2872
#####,Belgium,Mozambique,3528
#####,Belgium,Nigeria,2000
#####,Belgium,Rwanda,11127
#####,Belgium,Senegal,13252
#####,Belgium,Sri Lanka,101
#####,Belgium,Tanzania,1400
#####,Belgium,Uganda,37499
#####,Belgium,Zambia,736
#####,Germany,Benin,2476
#####,Germany,Burkina Faso,31605
#####,Germany,Burundi,4088
#####,Germany,Cameroon,166805
#####,Germany,Colombia,370
#####,Germany,C̫te d'Ivoire,50940
#####,Germany,Ghana,6096924
#####,Germany,Guinea,3904
#####,Germany,Guinea-Bissau,11316
#####,Germany,India,9123
#####,Germany,Kenya,1285375
#####,Germany,Mali,90983
#####,Germany,Mozambique,15500
#####,Germany,Nepal,1911
#####,Germany,Nigeria,72284
#####,Germany,Philippines,48389
#####,Germany,Rwanda,16374
#####,Germany,Senegal,362173
#####,Germany,Sierra Leone,155
#####,Germany,Sri Lanka,629
#####,Germany,Tanzania,242654
#####,Germany,Turkey,2825
#####,Germany,Uganda,538576
#####,Germany,Viet Nam,3572
#####,Germany,Zambia,6622
#####,Italy,Burkina Faso,3852
#####,Italy,Colombia,9
#####,Italy,C̫te d'Ivoire,213
#####,Italy,Ghana,1174
#####,Italy,India,1217
#####,Italy,Kenya,3572
#####,Italy,Mozambique,749
#####,Italy,Rwanda,73
#####,Italy,Senegal,849
#####,Italy,Sri Lanka,3025
#####,Italy,Turkey,1504
#####,Italy,Uganda,8409
#####,Panama,Colombia, -   
#####,Spain,Bangladesh,63
#####,Spain,Benin,145685
#####,Spain,Brazil,0
#####,Spain,Burkina Faso,32641
#####,Spain,Burundi,1276
#####,Spain,Cameroon,388828
#####,Spain,Colombia,25915
#####,Spain,C̫te d'Ivoire,238147
#####,Spain,Gabon,9
#####,Spain,Ghana,8392989
#####,Spain,Guinea,6786
#####,Spain,Guinea-Bissau,19993
#####,Spain,India,49513
#####,Spain,Indonesia,999
#####,Spain,Kenya,1098553
#####,Spain,Madagascar,89
#####,Spain,Malaysia,0
#####,Spain,Mali,703415
#####,Spain,Mozambique,8063
#####,Spain,Nepal,14954
#####,Spain,Nigeria,2715
#####,Spain,Philippines,108208
#####,Spain,Rwanda,27298
#####,Spain,Senegal,836745
#####,Spain,Sierra Leone,4
#####,Spain,Sri Lanka,5862
#####,Spain,Tanzania,260914
#####,Spain,Turkey,1
#####,Spain,Uganda,1003730
#####,Spain,Viet Nam,21296
#####,Spain,Zambia,8516
#####,Switzerland,Benin,8837
#####,Switzerland,Burundi,293
#####,Switzerland,Cameroon,47721
#####,Switzerland,C̫te d'Ivoire,1705
#####,Switzerland,Ghana,304644
#####,Switzerland,Guinea-Bissau,7510
#####,Switzerland,India,1588
#####,Switzerland,Kenya,100652
#####,Switzerland,Mali,618
#####,Switzerland,Mozambique,4240
#####,Switzerland,Nigeria,116289
#####,Switzerland,Philippines,19685
#####,Switzerland,Rwanda,2047
#####,Switzerland,Senegal,23071
#####,Switzerland,Sri Lanka,28241
#####,Switzerland,Tanzania,4111
#####,Switzerland,Uganda,89128
#####,Switzerland,Viet Nam,6128
#####,Albania,France,2018
#####,Albania,Germany,19794
#####,Albania,Italy,4150
#####,Albania,Spain,6777
#####,Angola,Bangladesh,1047
#####,Angola,France,393
#####,Aruba,Spain,485
#####,Australia,Bangladesh,40142231
#####,Australia,France,9063
#####,Australia,Germany,56180
#####,Australia,Italy,48508
#####,Australia,Mongolia,279057
#####,Australia,Senegal,7374
#####,Australia,Spain,40327
#####,Austria,Bangladesh,415205
#####,Austria,France,3677
#####,Austria,Germany,21013
#####,Austria,Italy,39026
#####,Austria,Mongolia,154969
#####,Austria,Spain,68622
#####,Austria,Tunisia,3619
#####,Bahrain,Bangladesh,116341481
#####,Belgium,Bangladesh,176413
#####,Belgium,France,38774
#####,Belgium,Germany,196824
#####,Belgium,Italy,63101
#####,Belgium,Mongolia,72914
#####,Belgium,Senegal,29103
#####,Belgium,Spain,217636
#####,Belgium,Tunisia,2262
#####,Benin,France,77583
#####,Benin,Germany,3178
#####,Botswana,Bangladesh,86785
#####,Brazil,Bangladesh,1192
#####,Brazil,France,5362
#####,Brazil,Germany,1361
#####,Brazil,Italy,26200
#####,Brazil,Senegal,5488
#####,Brazil,Spain,1760
#####,Brunei Darussalam,Bangladesh,4154
#####,Bulgaria,France,2299
#####,Bulgaria,Germany,7054
#####,Bulgaria,Italy,380
#####,Bulgaria,Mongolia,823
#####,Bulgaria,Spain,2375
#####,Bulgaria,Tunisia,116
#####,Burkina Faso,Bangladesh,2411
#####,Burkina Faso,France,1891
#####,Cambodia,Bangladesh,1361
#####,Cambodia,France,7957
#####,Cambodia,Germany,1958
#####,Cambodia,Spain,1908
#####,Cameroon,France,16909
#####,Cameroon,Germany,1652
#####,Canada,Bangladesh,6123131
#####,Canada,France,178533
#####,Canada,Germany,38556
#####,Canada,Italy,70116
#####,Canada,Mongolia,117269
#####,Canada,Spain,42894
#####,Canada,Tunisia,55139
#####,Chile,Bangladesh,875
#####,Chile,France,7622
#####,Chile,Germany,143
#####,Chile,Italy,535
#####,Chile,Mongolia,61
#####,Chile,Spain,19399
#####,Comoros,France,12839
#####,Comoros,Senegal,261
#####,Congo,France,486744
#####,Congo,Germany,2866
#####,Congo,Italy,10248
#####,Congo,Spain,1550
#####,"Congo, Democratic Republic of the",France,21596
#####,"Congo, Democratic Republic of the",Italy,580
#####,C̫te d'Ivoire,France,2515611
#####,C̫te d'Ivoire,Germany,37118
#####,C̫te d'Ivoire,Italy,78001
#####,C̫te d'Ivoire,Spain,94178
#####,C̫te d'Ivoire,Tunisia,1047
#####,Cyprus,Bangladesh,21672728
#####,Cyprus,France,27
#####,Cyprus,Germany,6713
#####,Cyprus,Italy,20623
#####,Cyprus,Mongolia,6220
#####,Cyprus,Senegal,1727
#####,Cyprus,Spain,2765
#####,Czechia,Bangladesh,1283921
#####,Czechia,France,2787
#####,Czechia,Italy,10559
#####,Czechia,Mongolia,442
#####,Czechia,Spain,4770
#####,Denmark,Bangladesh,616091
#####,Denmark,France,30264
#####,Denmark,Germany,38032
#####,Denmark,Italy,70793
#####,Denmark,Mongolia,8002
#####,Denmark,Senegal,1115
#####,Denmark,Spain,202074
#####,Djibouti,France,7127
#####,Djibouti,Tunisia,1751
#####,Ecuador,France,1069
#####,Ecuador,Germany,3639
#####,Ecuador,Italy,20926
#####,Ecuador,Spain,82903
#####,Equatorial Guinea,France,3567
#####,Equatorial Guinea,Spain,171142
#####,Estonia,Bangladesh,14036
#####,Estonia,Senegal,16872
#####,Fiji,Bangladesh,1487918
#####,Finland,Bangladesh,135237
#####,Finland,France,10932
#####,Finland,Germany,2161
#####,Finland,Italy,4217
#####,Finland,Spain,1937
#####,France,Bangladesh,88969620
#####,France,French Guiana,12908
#####,France,Guadeloupe,9598
#####,France,Mongolia,786305
#####,France,Senegal,851222
#####,France,Tunisia,276638
#####,French Guiana,France,12825
#####,Gabon,France,309399
#####,Gabon,Germany,1612
#####,Gabon,Italy,1668
#####,Gabon,Spain,3199
#####,Georgia,Italy,5153
#####,Germany,Bangladesh,21923103
#####,Germany,French Guiana,384
#####,Germany,Mongolia,275597
#####,Germany,Senegal,99856
#####,Germany,Tunisia,63862
#####,Greece,Bangladesh,81164211
#####,Greece,France,82604
#####,Greece,Germany,203771
#####,Greece,Italy,314628
#####,Greece,Senegal,452325
#####,Greece,Spain,302345
#####,Greece,Tunisia,3145
#####,Guadeloupe,France,3144
#####,Guinea-Bissau,France,30989
#####,Guinea-Bissau,Germany,12042
#####,Guinea-Bissau,Italy,159
#####,Guinea-Bissau,Spain,20777
#####,Guinea-Bissau,Tunisia,777
#####,Hong Kong,Bangladesh,64912
#####,Hong Kong,France,170
#####,Hong Kong,Spain,1419
#####,Hungary,Bangladesh,63108
#####,Hungary,France,291
#####,Hungary,Mongolia,141741
#####,Iceland,Italy,1067
#####,Iceland,Spain,721
#####,Iraq,Bangladesh,1179787
#####,Iraq,France,755
#####,Iraq,Germany,5901
#####,Iraq,Spain,1465
#####,Ireland,Bangladesh,6401947
#####,Ireland,France,23290
#####,Ireland,Germany,26603
#####,Ireland,Italy,25543
#####,Ireland,Mongolia,458962
#####,Ireland,Senegal,597
#####,Ireland,Spain,128772
#####,Ireland,Tunisia,1643
#####,Italy,Bangladesh,27961660
#####,Italy,France,86735
#####,Italy,French Guiana,161
#####,Italy,Germany,118802
#####,Italy,Mongolia,55046
#####,Italy,Senegal,7805631
#####,Italy,Spain,292179
#####,Italy,Tunisia,36605
#####,Japan,Bangladesh,29317167
#####,Japan,France,7784
#####,Japan,Germany,11852
#####,Japan,Italy,3961
#####,Japan,Mongolia,172573
#####,Japan,Spain,1669
#####,Japan,Tunisia,2606
#####,Jordan,Bangladesh,6718574
#####,Jordan,Germany,436
#####,Jordan,Italy,1366
#####,Jordan,Spain,1077
#####,Kenya,Bangladesh,54100
#####,Kenya,Italy,2389
#####,Kenya,Mongolia,98
#####,Kuwait,Bangladesh,306575
#####,Kyrgyzstan,Italy,1250
#####,Latvia,Bangladesh,3627
#####,Latvia,Germany,1633
#####,Latvia,Senegal,42250
#####,Lebanon,Bangladesh,47858
#####,Lebanon,France,90456
#####,Lebanon,Germany,35732
#####,Lebanon,Italy,34275
#####,Lebanon,Spain,15674
#####,Liberia,Bangladesh,132039
#####,Lithuania,Bangladesh,28545
#####,Lithuania,Germany,1080
#####,Lithuania,Tunisia,1558
#####,Luxembourg,Bangladesh,1678
#####,Luxembourg,France,577
#####,Luxembourg,Germany,26182
#####,Luxembourg,Italy,21705
#####,Luxembourg,Mongolia,3240
#####,Luxembourg,Senegal,21375
#####,Luxembourg,Spain,9617
#####,Luxembourg,Tunisia,4200
#####,Malaysia,Bangladesh,128375422
#####,Malaysia,Mongolia,41780
#####,Maldives,Bangladesh,18
#####,Mali,France,35377
#####,Mali,Germany,32381
#####,Mali,Mongolia,2007
#####,Malta,Bangladesh,1564590
#####,Malta,France,2429
#####,Malta,Germany,3620
#####,Malta,Italy,23180
#####,Malta,Senegal,17465
#####,Malta,Spain,24928
#####,Marshall Islands,Spain,96
#####,Martinique,France,5634
#####,Mauritius,Bangladesh,639
#####,Mayotte,France,47680
#####,Mayotte,Germany,782
#####,Micronesia (Federated States of),Bangladesh,6252
#####,"Moldova, Republic of",France,61816
#####,"Moldova, Republic of",Germany,135813
#####,"Moldova, Republic of",Italy,217057
#####,"Moldova, Republic of",Spain,26300
#####,Morocco,France,19970
#####,Morocco,Germany,1925
#####,Morocco,Italy,1896
#####,Morocco,Spain,1804
#####,Namibia,Bangladesh,272
#####,Namibia,France,335
#####,Netherlands,Bangladesh,216664
#####,Netherlands,France,3921
#####,Netherlands,French Guiana,50
#####,Netherlands,Germany,48043
#####,Netherlands,Italy,3187
#####,Netherlands,Mongolia,65724
#####,Netherlands,Senegal,63003
#####,Netherlands,Spain,119475
#####,Netherlands,Tunisia,2184
#####,New Zealand,Bangladesh,3122962
#####,New Zealand,France,55
#####,Norway,Bangladesh,143753
#####,Norway,France,4086
#####,Norway,Germany,10609
#####,Norway,Italy,5389
#####,Norway,Mongolia,361
#####,Norway,Senegal,1012
#####,Norway,Spain,138577
#####,Norway,Tunisia,323
#####,Oman,Bangladesh,11559150
#####,Oman,France,2449
#####,Oman,Germany,666
#####,Oman,Italy,24
#####,Oman,Spain,390
#####,Oman,Tunisia,2452
#####,Pakistan,Bangladesh,125
#####,Pakistan,Germany,697
#####,Pakistan,Italy,4695
#####,Poland,Bangladesh,209115
#####,Poland,France,1678
#####,Poland,Germany,13131
#####,Poland,Italy,47471
#####,Poland,Mongolia,7077
#####,Poland,Senegal,1772
#####,Poland,Spain,10653
#####,Poland,Tunisia,121
#####,Portugal,Bangladesh,10335461
#####,Portugal,France,39143
#####,Portugal,Germany,49375
#####,Portugal,Italy,73502
#####,Portugal,Mongolia,8196
#####,Portugal,Senegal,594873
#####,Portugal,Spain,66972
#####,Portugal,Tunisia,76
#####,Qatar,Bangladesh,94146449
#####,Qatar,France,47304
#####,Qatar,Germany,15899
#####,Qatar,Italy,9790
#####,Qatar,Spain,27021
#####,Qatar,Tunisia,61293
#####,R̩union,Bangladesh,34448
#####,R̩union,France,583
#####,Romania,Bangladesh,5200326
#####,Romania,France,32050
#####,Romania,Germany,37904
#####,Romania,Italy,67189
#####,Romania,Mongolia,9420
#####,Romania,Spain,23159
#####,Romania,Tunisia,573
#####,Saint Martin (French part),France,739
#####,Saudi Arabia,Bangladesh,421617445
#####,Saudi Arabia,France,139767
#####,Saudi Arabia,Germany,157461
#####,Saudi Arabia,Italy,91578
#####,Saudi Arabia,Mongolia,2794
#####,Saudi Arabia,Senegal,243152
#####,Saudi Arabia,Spain,101293
#####,Saudi Arabia,Tunisia,12934
#####,Senegal,France,13390
#####,Senegal,Italy,1650
#####,Senegal,Senegal,8
#####,Serbia,France,106
#####,Serbia,Germany,590
#####,Serbia,Italy,5215
#####,Seychelles,Bangladesh,119825
#####,Seychelles,Senegal,189
#####,Sierra Leone,Bangladesh,50941
#####,Sierra Leone,France,2777
#####,Sierra Leone,Italy,14582
#####,Singapore,Bangladesh,1902958
#####,Singapore,Mongolia,20813
#####,Slovakia,Germany,2705
#####,South Africa,Bangladesh,23868
#####,South Africa,France,934
#####,South Africa,Germany,3513
#####,South Africa,Italy,1242
#####,South Africa,Mongolia,469
#####,South Africa,Senegal,1187
#####,South Africa,Spain,564
#####,South Sudan,Bangladesh,375
#####,Spain,Bangladesh,33687297
#####,Spain,France,99137
#####,Spain,Germany,90923
#####,Spain,Italy,112995
#####,Spain,Mongolia,34267
#####,Spain,Senegal,22103616
#####,Spain,Spain,425522
#####,Spain,Tunisia,379
#####,Sweden,Bangladesh,682893
#####,Sweden,France,16798
#####,Sweden,Germany,30642
#####,Sweden,Italy,7987
#####,Sweden,Mongolia,168328
#####,Sweden,Senegal,446
#####,Sweden,Spain,30166
#####,Sweden,Tunisia,16890
#####,Switzerland,Bangladesh,603147
#####,Switzerland,France,36294
#####,Switzerland,Germany,35422
#####,Switzerland,Italy,44526
#####,Switzerland,Mongolia,88724
#####,Switzerland,Senegal,112372
#####,Switzerland,Spain,44894
#####,Switzerland,Tunisia,6194
#####,Tanzania,France,3587
#####,Tanzania,Spain,11166
#####,Togo,France,72243
#####,Togo,Germany,3164
#####,Togo,Spain,2421
#####,Uganda,Bangladesh,97786
#####,Uganda,Germany,1059
#####,Uganda,Italy,3317
#####,United Arab Emirates,Bangladesh,25013205
#####,United Arab Emirates,France,280112
#####,United Arab Emirates,Germany,166633
#####,United Arab Emirates,Italy,71129
#####,United Arab Emirates,Mongolia,5
#####,United Arab Emirates,Senegal,19179
#####,United Arab Emirates,Spain,89266
#####,United Arab Emirates,Tunisia,14948
#####,United Kingdom,Bangladesh,88562116
#####,United Kingdom,Guadeloupe,136
#####,United Kingdom,Mongolia,298915
#####,United Kingdom,Senegal,16474
#####,United Kingdom,Tunisia,73186
#####,United States of America,Bangladesh,31357397
#####,United States of America,Mongolia,14508348
#####,United States of America,Tunisia,109268
#####,Uzbekistan,Bangladesh,860
#####,Uzbekistan,Italy,13959
#####,Virgin Islands (U.S.),Guadeloupe,1602
#####,South Africa,All,2607251
#####,South Africa,ALL,982711
#####,Malaysia,Austria,14905
#####,Malaysia,Bangladesh,53157
#####,Malaysia,Belgium,16803
#####,Malaysia,Canada,9911
#####,Malaysia,China,13455
#####,Malaysia,Croatia,15948
#####,Malaysia,Czechia,20660
#####,Malaysia,Denmark,37956
#####,Malaysia,Estonia,12059
#####,Malaysia,Finland,2496
#####,Malaysia,France,160814
#####,Malaysia,Germany,178938
#####,Malaysia,Greece,78529
#####,Malaysia,Hungary,47686
#####,Malaysia,India,11520
#####,Malaysia,Indonesia,33471
#####,Malaysia,Ireland,14249
#####,Malaysia,Italy,351957
#####,Malaysia,Latvia,3753
#####,Malaysia,Lithuania,209
#####,Malaysia,Netherlands,59260
#####,Malaysia,Norway,6249
#####,Malaysia,Philippines,8134
#####,Malaysia,Poland,10243
#####,Malaysia,Portugal,477
#####,Malaysia,Romania,1094
#####,Malaysia,Slovakia,13266
#####,Malaysia,Slovenia,31055
#####,Malaysia,Spain,31172
#####,Malaysia,Sri Lanka,2329
#####,Malaysia,Sweden,10757
#####,Malaysia,Switzerland,57205
#####,Malaysia,United Kingdom,654538
#####,Malaysia,United States of America,30640
#####,Malaysia,Viet Nam,13
#####,Israel,India,1082587
#####,United Kingdom,India,265219
#####,United Kingdom,Philippines,2
#####,United Kingdom,Thailand,470633
#####,Belgium,Bangladesh,426
#####,Belgium,Benin,1286
#####,Belgium,Burkina Faso,2
#####,Belgium,Cameroon,165
#####,Belgium,Chad,2
#####,Belgium,Colombia,2
#####,Belgium,Congo,262
#####,Belgium,C̫te d'Ivoire,3
#####,Belgium,Gabon,2
#####,Belgium,Guinea-Bissau,2
#####,Belgium,Indonesia,7
#####,Belgium,Mali,3
#####,Belgium,Nepal,989
#####,Belgium,Pakistan,115
#####,Belgium,Philippines,120
#####,Belgium,Senegal,982
#####,Belgium,Togo,2
#####,France,Bangladesh,57732
#####,France,Benin,1090
#####,France,Cameroon,3855
#####,France,Congo,282
#####,France,C̫te d'Ivoire,50
#####,France,Mali,1494
#####,France,Philippines,14910
#####,France,Senegal,22816
#####,Italy,Bangladesh,1974
#####,Italy,Benin,605
#####,Italy,Cameroon,328
#####,Italy,Mali,137
#####,Italy,Philippines,3495
#####,Italy,Senegal,22160
#####,Spain,Mali,3312
#####,Spain,Philippines,3432
#####,Spain,Senegal,254640
#####,United Kingdom,Benin,11952
#####,United Kingdom,Burkina Faso,62
#####,United Kingdom,Burundi,1
#####,United Kingdom,Cameroon,10408
#####,United Kingdom,"Congo, Democratic Republic of the",5930
#####,United Kingdom,C̫te d'Ivoire,1007
#####,United Kingdom,Ghana,16864
#####,United Kingdom,Guinea-Bissau,1842
#####,United Kingdom,Kenya,9487
#####,United Kingdom,Malawi,119
#####,United Kingdom,Mozambique,1041
#####,United Kingdom,Pakistan,7949
#####,United Kingdom,Philippines,10044
#####,United Kingdom,Rwanda,25
#####,United Kingdom,Senegal,1471
#####,United Kingdom,Tanzania,462
#####,United Kingdom,Uganda,6046
#####,United Kingdom,Zimbabwe,1071
#####,France,Bangladesh,14588668
#####,France,Benin,471
#####,France,Burkina Faso,380
#####,France,Cameroon,3994
#####,France,"Congo, Democratic Republic of the",4958
#####,France,C̫te d'Ivoire,3247
#####,France,Gabon,15080
#####,France,Ghana,602077
#####,France,Haiti,6810
#####,France,India,1000267
#####,France,Indonesia,157
#####,France,Kenya,20162
#####,France,Mali,36301
#####,France,Nepal,65228
#####,France,Nigeria,49165
#####,France,Pakistan,80555
#####,France,Philippines,798254
#####,France,Senegal,62951
#####,France,Sri Lanka,46168
#####,France,Viet Nam,155
#####,Italy,Bangladesh,15474756
#####,Italy,Benin,4406
#####,Italy,Burkina Faso,150589
#####,Italy,Cameroon,15131
#####,Italy,Colombia,10927
#####,Italy,"Congo, Democratic Republic of the",17136
#####,Italy,C̫te d'Ivoire,30706
#####,Italy,Egypt,1179
#####,Italy,Gabon,4640
#####,Italy,Ghana,11121573
#####,Italy,Guinea,139
#####,Italy,Guinea-Bissau,224
#####,Italy,India,8956442
#####,Italy,Indonesia,176419
#####,Italy,Kenya,255081
#####,Italy,Mali,1102590
#####,Italy,Morocco,2084
#####,Italy,Mozambique,4460
#####,Italy,Nepal,409747
#####,Italy,Nigeria,3353669
#####,Italy,Pakistan,408574
#####,Italy,Philippines,11604477
#####,Italy,Senegal,4001553
#####,Italy,Sri Lanka,622887
#####,Italy,Tanzania,443837
#####,Italy,United States of America,110141
#####,Italy,Viet Nam,26081
#####,Portugal,Bangladesh,371872
#####,Portugal,Burkina Faso,221
#####,Portugal,Ghana,2501
#####,Portugal,India,20011
#####,Portugal,Indonesia,4435
#####,Portugal,Mozambique,15985
#####,Portugal,Nepal,36381
#####,Portugal,Nigeria,3316
#####,Portugal,Pakistan,9000
#####,Portugal,Senegal,111777
#####,Spain,Bangladesh,3970379
#####,Spain,Benin,12587
#####,Spain,Brazil,3
#####,Spain,Burkina Faso,39938
#####,Spain,Cameroon,14323
#####,Spain,Colombia,20307
#####,Spain,"Congo, Democratic Republic of the",2915
#####,Spain,C̫te d'Ivoire,10100
#####,Spain,Gabon,5890
#####,Spain,Ghana,4893519
#####,Spain,Guinea,100
#####,Spain,Guinea-Bissau,1503
#####,Spain,Haiti,763
#####,Spain,India,2247870
#####,Spain,Indonesia,418344
#####,Spain,Kenya,244793
#####,Spain,Mali,2659782
#####,Spain,Morocco,113
#####,Spain,Mozambique,9419
#####,Spain,Nepal,934140
#####,Spain,Nigeria,775964
#####,Spain,Pakistan,368226
#####,Spain,Philippines,176828
#####,Spain,Senegal,10992059
#####,Spain,Sri Lanka,6143
#####,Spain,Tanzania,26059
#####,Spain,United States of America,256881
#####,Spain,Viet Nam,57467
#####,Botswana,Bangladesh,3513956
#####,Botswana,India,7956457
#####,Botswana,Kenya,14606
#####,Botswana,Malawi,112
#####,Botswana,Mozambique,24
#####,Botswana,Nepal,619
#####,Botswana,Nigeria,8639
#####,Botswana,Pakistan,2628688
#####,Botswana,Philippines,995329
#####,Botswana,Rwanda,68
#####,Botswana,South Africa,35
#####,Botswana,Sri Lanka,640674
#####,Botswana,Uganda,268
#####,Botswana,United Kingdom,18396
#####,Botswana,Zambia,436
#####,Botswana,Zimbabwe,100
#####,Bolivia (Plurinational State of),France,996
#####,Bolivia (Plurinational State of),United States of America,423868
#####,Brazil,United States of America,10024
#####,Chile,Turkey, -   
#####,Chile,United States of America,43460
#####,United States of America,Austria,44760
#####,United States of America,Bangladesh,1
#####,United States of America,Belgium,54548
#####,United States of America,Benin,1
#####,United States of America,Botswana,1
#####,United States of America,Bulgaria,27882
#####,United States of America,Burkina Faso,1
#####,United States of America,Cambodia,1
#####,United States of America,Cameroon,608
#####,United States of America,Canada,1
#####,United States of America,C̫te d'Ivoire,1
#####,United States of America,Croatia,121
#####,United States of America,Cyprus,5654
#####,United States of America,Czechia,53639
#####,United States of America,Denmark,14019
#####,United States of America,Estonia,6066
#####,United States of America,Ethiopia,3
#####,United States of America,Finland,21866
#####,United States of America,France,399978
#####,United States of America,Gabon,1
#####,United States of America,Germany,368428
#####,United States of America,Ghana,593
#####,United States of America,Greece,11662
#####,United States of America,Guinea,2
#####,United States of America,Guinea-Bissau,1
#####,United States of America,Hungary,57205
#####,United States of America,Iceland,429
#####,United States of America,India,2
#####,United States of America,Indonesia,4
#####,United States of America,Ireland,27982
#####,United States of America,Italy,154399
#####,United States of America,"Korea, Republic of",30926
#####,United States of America,Latvia,15943
#####,United States of America,Liberia,2
#####,United States of America,Lithuania,66790
#####,United States of America,Luxembourg,50
#####,United States of America,Madagascar,1
#####,United States of America,Malawi,1
#####,United States of America,Malaysia,1
#####,United States of America,Mali,1
#####,United States of America,Malta,1533
#####,United States of America,Monaco,17899
#####,United States of America,Nepal,2
#####,United States of America,Netherlands,143757
#####,United States of America,Norway,12979
#####,United States of America,Pakistan,4
#####,United States of America,Philippines,2
#####,United States of America,Poland,64554
#####,United States of America,Portugal,25325
#####,United States of America,Romania,189034
#####,United States of America,Rwanda,0
#####,United States of America,Senegal,2
#####,United States of America,Sierra Leone,3
#####,United States of America,Slovakia,44607
#####,United States of America,Slovenia,539
#####,United States of America,Spain,342471
#####,United States of America,Sri Lanka,1
#####,United States of America,Sweden,39450
#####,United States of America,Switzerland,139427
#####,United States of America,Thailand,3
#####,United States of America,Togo,1
#####,United States of America,Turkey,2
#####,United States of America,Uganda,2
#####,United States of America,United Kingdom,229064
#####,United States of America,United States of America,1
#####,United States of America,Viet Nam,387324
#####,United States of America,Zambia,1
#####,Uruguay,Bangladesh,2
#####,Uruguay,Belgium,3
#####,Uruguay,Benin,15
#####,Uruguay,Botswana,2
#####,Uruguay,Burkina Faso,2
#####,Uruguay,Burundi,1
#####,Uruguay,Cambodia,1
#####,Uruguay,Cameroon,4
#####,Uruguay,Canada,5
#####,Uruguay,C̫te d'Ivoire,1
#####,Uruguay,Ethiopia,4
#####,Uruguay,Gabon,1
#####,Uruguay,Guinea,3
#####,Uruguay,Guinea-Bissau,1
