source_partner,source_country,destination_country,gsv
#####,Kenya,Uganda,82500335
#####,Kenya,United Arab Emirates,120203
#####,Kenya,United Kingdom,6672
#####,Kenya,United States of America,2
#####,Kenya,Zambia,985
#####,Kenya,Zimbabwe,3935
#####,Turkey,Bangladesh,1165
#####,Turkey,Belgium,1
#####,Turkey,Benin,681
#####,Turkey,Burundi,7
#####,Turkey,Cameroon,4
#####,Turkey,C̫te d'Ivoire,1
#####,Turkey,Ghana,8511
#####,Turkey,Haiti,903
#####,Turkey,India,562
#####,Turkey,Indonesia,41591
#####,Turkey,Kenya,66176
#####,Turkey,Mali,7601
#####,Turkey,Mozambique,2
#####,Turkey,Nigeria,1
#####,Turkey,Pakistan,2726
#####,Turkey,Philippines,1499746
#####,Turkey,Rwanda,8489
#####,Turkey,Senegal,1
#####,Turkey,South Africa,1
#####,Turkey,Sri Lanka,4842
#####,Turkey,Tanzania,8012
#####,Turkey,Uganda,55846
#####,Turkey,United Kingdom,3
#####,Turkey,Zambia,2
#####,Australia,Bangladesh,20419
#####,Australia,Egypt,2855
#####,Australia,India,734
#####,Australia,Kenya,9323
#####,Australia,Philippines,201721
#####,Austria,Bangladesh,7639
#####,Austria,Kenya,8249
#####,Austria,Philippines,2175
#####,Belgium,Bangladesh,5675
#####,Belgium,Kenya,1835
#####,Belgium,Philippines,30994
#####,Bulgaria,Philippines,1276
#####,Canada,Bangladesh,25891
#####,Canada,Egypt,3785
#####,Canada,Kenya,19908
#####,Canada,Philippines,241955
#####,Canada,United Kingdom,2218
#####,Croatia,Bangladesh,5460
#####,Croatia,Egypt,3739
#####,Croatia,Philippines,289248
#####,Cyprus,Bangladesh,17944
#####,Cyprus,Ghana,401
#####,Cyprus,Philippines,163150
#####,Czechia,Bangladesh,3333
#####,Czechia,Kenya,3252
#####,Czechia,Philippines,4343
#####,Denmark,Bangladesh,12446
#####,Denmark,Egypt,801
#####,Denmark,Kenya,13438
#####,Denmark,Philippines,62449
#####,Estonia,Bangladesh,956
#####,Finland,Bangladesh,1718
#####,Finland,Egypt,38
#####,Finland,Kenya,9697
#####,Finland,Philippines,71833
#####,France,Bangladesh,46409
#####,France,Egypt,1798
#####,France,Ghana,1199
#####,France,Kenya,2685
#####,France,Philippines,36189
#####,Germany,Bangladesh,228800
#####,Germany,Benin,848
#####,Germany,Egypt,342
#####,Germany,Ghana,5897
#####,Germany,Kenya,21534
#####,Germany,Philippines,27888
#####,Germany,Turkey,20850
#####,Greece,Bangladesh,3375
#####,Greece,Ghana,525
#####,Greece,Kenya,316
#####,Greece,Philippines,27853
#####,Hong Kong,Cameroon,3198
#####,Hong Kong,Canada,1205
#####,Hong Kong,C̫te d'Ivoire,15319
#####,Hong Kong,Ghana,174247
#####,Hong Kong,Kenya,22941
#####,Hong Kong,Malaysia,34642
#####,Hong Kong,Mali,2158
#####,Hong Kong,Mozambique,4101
#####,Hong Kong,Pakistan,28373
#####,Hong Kong,Philippines,3567
#####,Hong Kong,Senegal,52347
#####,Hong Kong,Tanzania,47652
#####,Hong Kong,Uganda,19086
#####,Iceland,Philippines,1902
#####,Iraq,Austria,422
#####,Iraq,Belgium,6164
#####,Iraq,Cameroon,11301
#####,Iraq,Cyprus,3293
#####,Iraq,Czechia,3474
#####,Iraq,Finland,154
#####,Iraq,France,17884
#####,Iraq,Germany,12173
#####,Iraq,Ghana,184992
#####,Iraq,Italy,25569
#####,Iraq,Kenya,1638
#####,Iraq,Malaysia,321
#####,Iraq,Netherlands,11996
#####,Iraq,Poland,845
#####,Iraq,Spain,6408
#####,Iraq,Sweden,1718
#####,Iraq,Tanzania,233
#####,Iraq,Uganda,801
#####,Iraq,United Kingdom,17402
#####,Ireland,Bangladesh,5891
#####,Ireland,Kenya,9806
#####,Ireland,Philippines,15676
#####,Italy,Bangladesh,215945
#####,Italy,Benin,7481
#####,Italy,Egypt,6187
#####,Italy,Ghana,7802
#####,Italy,India,845
#####,Italy,Kenya,18826
#####,Italy,Mali,60764
#####,Italy,Pakistan,16723
#####,Italy,Philippines,189341
#####,Italy,Turkey,2764
#####,Jordan,Australia,73384
#####,Jordan,Bangladesh,428668
#####,Jordan,Canada,8152
#####,Jordan,Ghana,25542
#####,Jordan,India,9467
#####,Jordan,Kenya,12517
#####,Jordan,Malaysia,130611
#####,Jordan,Pakistan,76150
#####,Jordan,Philippines,339283
#####,Jordan,Thailand,19212
#####,Jordan,Turkey,331
#####,Jordan,Uganda,1300
#####,Jordan,United Kingdom,1552
#####,Jordan,United States of America,24196
#####,Kuwait,Bangladesh,52756
#####,Kuwait,Pakistan,2106
#####,Kuwait,Philippines,872
#####,Kuwait,Thailand,643
#####,Kuwait,Turkey,6221
#####,Kuwait,United Kingdom,26391
#####,Latvia,Philippines,44857
#####,Lebanon,Bangladesh,13922
#####,Lebanon,Benin,26767
#####,Lebanon,Cameroon,292820
#####,Lebanon,"Congo, Democratic Republic of the",480
#####,Lebanon,Cyprus,3419
#####,Lebanon,France,58889
#####,Lebanon,Germany,33290
#####,Lebanon,Ghana,245532
#####,Lebanon,Greece,1564
#####,Lebanon,India,1494
#####,Lebanon,Italy,5834
#####,Lebanon,Kenya,15325356
#####,Lebanon,Lithuania,490
#####,Lebanon,Malaysia,26886
#####,Lebanon,Mali,5897
#####,Lebanon,Netherlands,33382
#####,Lebanon,Nigeria,246
#####,Lebanon,Pakistan,129565
#####,Lebanon,Philippines,6735185
#####,Lebanon,Poland,672
#####,Lebanon,Rwanda,9372
#####,Lebanon,Senegal,981
#####,Lebanon,Spain,12277
#####,Lebanon,Tanzania,34465
#####,Lebanon,Thailand,82796
#####,Lebanon,Turkey,3869
#####,Lebanon,Uganda,74318
#####,Lebanon,United Arab Emirates,6389
#####,Lebanon,United Kingdom,6532
#####,Lithuania,Bangladesh,406
#####,Lithuania,Kenya,2029
#####,Lithuania,Philippines,28465
#####,Luxembourg,Bangladesh,95
#####,Luxembourg,Kenya,11133
#####,Luxembourg,Philippines,6195
#####,Malta,Bangladesh,41551
#####,Malta,Ghana,195
#####,Malta,Kenya,2435
#####,Malta,Philippines,82169
#####,Netherlands,Bangladesh,7449
#####,Netherlands,Kenya,2085
#####,Netherlands,Philippines,3552
#####,Norway,Bangladesh,5063
#####,Norway,Kenya,1472
#####,Norway,Philippines,32938
#####,Oman,Philippines,206
#####,Poland,Bangladesh,115280
#####,Poland,Kenya,738
#####,Poland,Philippines,21122
#####,Portugal,Bangladesh,18439
#####,Portugal,Kenya,405
#####,Portugal,Philippines,3134
#####,Romania,Bangladesh,6194
#####,Romania,Egypt,266
#####,Romania,Kenya,586
#####,Romania,Philippines,13085
#####,Seychelles,Bangladesh,26645
#####,Seychelles,Kenya,420697
#####,Seychelles,Pakistan,335
#####,Seychelles,Philippines,10158
#####,Spain,Bangladesh,53298
#####,Spain,Benin,9369
#####,Spain,Ghana,20546
#####,Spain,Guinea-Bissau,84
#####,Spain,Kenya,1402
#####,Spain,Mali,439243
#####,Spain,Pakistan,67790
#####,Spain,Philippines,76957
#####,Spain,Turkey,6359
#####,Sweden,Bangladesh,16196
#####,Sweden,Egypt,31
#####,Sweden,Ghana,21
#####,Sweden,Kenya,36933
#####,Sweden,Philippines,31191
#####,Switzerland,Bangladesh,4944
#####,Switzerland,Egypt,26
#####,Switzerland,Kenya,8465
#####,Switzerland,Philippines,30709
#####,United Arab Emirates,Australia,14849
#####,United Arab Emirates,Bangladesh,169429
#####,United Arab Emirates,Belgium,2160
#####,United Arab Emirates,Benin,917
#####,United Arab Emirates,Bulgaria,3952
#####,United Arab Emirates,Cameroon,1425
#####,United Arab Emirates,Canada,8916
#####,United Arab Emirates,China,4
#####,United Arab Emirates,Croatia,191
#####,United Arab Emirates,Cyprus,3647
#####,United Arab Emirates,Czechia,3167
#####,United Arab Emirates,Egypt,0
#####,United Arab Emirates,France,265050
#####,United Arab Emirates,Germany,118158
#####,United Arab Emirates,Ghana,467038
#####,United Arab Emirates,Greece,12721
#####,United Arab Emirates,Guinea-Bissau,83
#####,United Arab Emirates,Hungary,120
#####,United Arab Emirates,India,56041
#####,United Arab Emirates,Ireland,8150
#####,United Arab Emirates,Italy,73465
#####,United Arab Emirates,Kenya,207055
#####,United Arab Emirates,Lithuania,2560
#####,United Arab Emirates,Malaysia,28031
#####,United Arab Emirates,Mali,9485
#####,United Arab Emirates,Mozambique,382
#####,United Arab Emirates,Nepal,2232
#####,United Arab Emirates,Netherlands,14519
#####,United Arab Emirates,Nigeria,56
#####,United Arab Emirates,Pakistan,1255711
#####,United Arab Emirates,Philippines,1581195
#####,United Arab Emirates,Poland,1752
#####,United Arab Emirates,Portugal,22598
#####,United Arab Emirates,Russian Federation,6
#####,United Arab Emirates,Rwanda,2647
#####,United Arab Emirates,Slovakia,96268
#####,United Arab Emirates,Slovenia,2033
#####,United Arab Emirates,Spain,34519
#####,United Arab Emirates,Sri Lanka,9416
#####,United Arab Emirates,Sweden,4896
#####,United Arab Emirates,Switzerland,513
#####,United Arab Emirates,Tanzania,42086
#####,United Arab Emirates,Thailand,164530
#####,United Arab Emirates,Turkey,7487
#####,United Arab Emirates,Uganda,304311
#####,United Arab Emirates,United Arab Emirates,783
#####,United Arab Emirates,United Kingdom,58661
#####,United Arab Emirates,United States of America,3
#####,United Kingdom,Bangladesh,90190
#####,United Kingdom,Canada,15721
#####,United Kingdom,Egypt,10772
#####,United Kingdom,France,5846
#####,United Kingdom,Germany,685
#####,United Kingdom,Ghana,13
#####,United Kingdom,Ireland,5364
#####,United Kingdom,Italy,8217
#####,United Kingdom,Kenya,32522
#####,United Kingdom,Philippines,642141
#####,United Kingdom,Portugal,9974
#####,United Kingdom,Slovakia,55278
#####,United Kingdom,Spain,10911
#####,United Kingdom,Turkey,7179
#####,United States of America,Egypt,1952
#####,United States of America,Kenya,26329
#####,United States of America,Philippines,5642
#####,Jordan,India,12
#####,Jordan,Malaysia,1
#####,Jordan,Netherlands,1
#####,Jordan,United Kingdom,1
#####,Jordan,United States of America,1
#####,Nigeria,China,453
#####,Nigeria,India,2
#####,United States of America,Bangladesh,16
#####,United States of America,Colombia,14076
#####,United States of America,Ghana,5
#####,United States of America,Italy,1
#####,United States of America,Pakistan,21
#####,United States of America,United Kingdom,5
#####,United States of America,Viet Nam,40
#####,Canada,Bangladesh,57662
#####,Canada,Kenya,54579
#####,Canada,Philippines,6652068
#####,Hong Kong,Philippines,3
#####,Singapore,China,29
#####,United Kingdom,Bangladesh,35
#####,United Kingdom,Benin,17
#####,United Kingdom,Botswana,26
#####,United Kingdom,Cameroon,3
#####,United Kingdom,Central African Republic,11
#####,United Kingdom,Chad,13
#####,United Kingdom,China,10
#####,United Kingdom,Colombia,14
#####,United Kingdom,Congo,2
#####,United Kingdom,"Congo, Democratic Republic of the",1
#####,United Kingdom,Gabon,19
#####,United Kingdom,Ghana,36
#####,United Kingdom,Guinea,24
#####,United Kingdom,Haiti,24
#####,United Kingdom,Indonesia,33
#####,United Kingdom,Kenya,71
#####,United Kingdom,Liberia,1
#####,United Kingdom,Madagascar,12
#####,United Kingdom,Malawi,10
#####,United Kingdom,Mali,13
#####,United Kingdom,Pakistan,17
#####,United Kingdom,Philippines,7237
#####,United Kingdom,Rwanda,2
#####,United Kingdom,Senegal,24
#####,United Kingdom,Sierra Leone,17
#####,United Kingdom,Tanzania,12
#####,United Kingdom,Uganda,11
#####,United Kingdom,Zambia,5
#####,United States of America,Benin,25
#####,United States of America,Botswana,7
#####,United States of America,Burundi,11
#####,United States of America,Cameroon,55
#####,United States of America,Central African Republic,8
#####,United States of America,Chad,39
#####,United States of America,Congo,12
#####,United States of America,"Congo, Democratic Republic of the",20
#####,United States of America,Guinea-Bissau,11
#####,United States of America,Haiti,2
#####,United States of America,Kenya,0
#####,United States of America,Liberia,10
#####,United States of America,Madagascar,2
#####,United States of America,Malawi,6
#####,United States of America,Mozambique,23
#####,United States of America,Nepal,16
#####,United States of America,Philippines,0
#####,United States of America,Rwanda,11
#####,United States of America,Senegal,7
#####,United States of America,Tanzania,0
#####,United States of America,Turkey,12
#####,United States of America,Zambia,35
#####,Botswana,Bangladesh,21628
#####,Botswana,China,3
#####,Botswana,India,744
#####,Botswana,Philippines,7500
#####,Botswana,Sri Lanka,209
#####,Botswana,Zimbabwe,7161
#####,Tanzania,Uganda,2914
#####,Afghanistan,Belgium,359
#####,Afghanistan,France,1214
#####,Afghanistan,Italy,598
#####,Afghanistan,Luxembourg,1502
#####,Albania,Austria,48564
#####,Albania,Belgium,87582
#####,Albania,Finland,2197
#####,Albania,France,20254
#####,Albania,Germany,60589
#####,Albania,India,10320
#####,Albania,Italy,43219
#####,Albania,Lithuania,9161
#####,Albania,Netherlands,7239
#####,Albania,Portugal,15137
#####,Albania,Spain,13289
#####,American Samoa,France,2708
#####,American Samoa,Philippines,65808
#####,Andorra,Colombia,392
#####,Andorra,France,3318
#####,Andorra,Germany,552
#####,Andorra,Portugal,1749
#####,Angola,Belgium,102611
#####,Angola,Finland,217
#####,Angola,France,6041
#####,Angola,Germany,16789
#####,Angola,India,5304
#####,Angola,Italy,8579
#####,Angola,Lithuania,25811
#####,Angola,Luxembourg,13020
#####,Angola,Netherlands,1085
#####,Angola,Portugal,9679267
#####,Angola,South Africa,5397
#####,Angola,Spain,46470
#####,Anguilla,Belgium,22037
#####,Anguilla,France,29259
#####,Anguilla,Ghana,30050
#####,Anguilla,India,47668
#####,Anguilla,Italy,947
#####,Anguilla,Netherlands,5332
#####,Anguilla,Portugal,24163
#####,Antigua and Barbuda,Belgium,3959
#####,Antigua and Barbuda,Cameroon,6579
#####,Antigua and Barbuda,France,32947
#####,Antigua and Barbuda,Germany,1094
#####,Antigua and Barbuda,Ghana,5695
#####,Antigua and Barbuda,India,37753
#####,Antigua and Barbuda,Italy,388
#####,Antigua and Barbuda,Latvia,326
#####,Antigua and Barbuda,Lithuania,1034
#####,Antigua and Barbuda,Spain,4098
#####,Argentina,Austria,59770
#####,Argentina,Belgium,445365
#####,Argentina,Benin,937
#####,Argentina,Cameroon,473
#####,Argentina,Colombia,3212
#####,Argentina,C̫te d'Ivoire,860
#####,Argentina,Egypt,4
#####,Argentina,Estonia,2925
#####,Argentina,Finland,18331
#####,Argentina,France,608327
#####,Argentina,Germany,1158204
#####,Argentina,Ghana,3304
#####,Argentina,Ireland,3564
#####,Argentina,Italy,3264381
#####,Argentina,Lithuania,229483
#####,Argentina,Luxembourg,9714
#####,Argentina,Malaysia,577
#####,Argentina,Mozambique,1671
#####,Argentina,Netherlands,146402
#####,Argentina,Philippines,3973
#####,Argentina,Portugal,546387
#####,Argentina,Senegal,9966
#####,Argentina,Sierra Leone,4
#####,Argentina,South Africa,1896
#####,Argentina,Spain,10029178
#####,Argentina,Tanzania,135
#####,Argentina,Uganda,274
#####,Argentina,United Kingdom,19
#####,Argentina,Zimbabwe,20
#####,Aruba,Belgium,37645
#####,Aruba,Colombia,233
#####,Aruba,France,8773
#####,Aruba,Germany,874
#####,Aruba,India,31670
#####,Aruba,Ireland,2459
#####,Aruba,Italy,3315
#####,Aruba,Malaysia,5553
#####,Aruba,Netherlands,532548
#####,Aruba,Philippines,9496
#####,Aruba,Portugal,391
#####,Aruba,Spain,27220
#####,Australia,Austria,1011638
#####,Australia,Belgium,1581439
#####,Australia,Benin,54284
#####,Australia,Bulgaria,6981
#####,Australia,Burkina Faso,13984
#####,Australia,Burundi,52120
#####,Australia,Cameroon,348176
#####,Australia,Colombia,30983
#####,Australia,"Congo, Democratic Republic of the",191414
#####,Australia,C̫te d'Ivoire,251977
#####,Australia,Cyprus,45064
#####,Australia,Egypt,3310008
#####,Australia,Estonia,160203
#####,Australia,Finland,662862
#####,Australia,France,5100626
#####,Australia,Gabon,51705
#####,Australia,Germany,9362184
#####,Australia,Ghana,3814257
#####,Australia,Guinea,22833
#####,Australia,Guinea-Bissau,135
#####,Australia,India,493279914
#####,Australia,Ireland,163467
#####,Australia,Italy,6764829
#####,Australia,Latvia,182388
#####,Australia,Liberia,1236202
#####,Australia,Lithuania,1026909
#####,Australia,Luxembourg,111751
#####,Australia,Malawi,61533
#####,Australia,Malaysia,45431533
#####,Australia,Mali,60917
#####,Australia,Malta,16423
#####,Australia,Mozambique,223680
#####,Australia,Netherlands,2710980
#####,Australia,Philippines,40124421
#####,Australia,Portugal,3037994
#####,Australia,Senegal,138535
#####,Australia,Sierra Leone,48597
#####,Australia,South Africa,563331
#####,Australia,South Sudan,504
#####,Australia,Spain,6025092
#####,Australia,Tanzania,1464733
#####,Australia,Turkey,2
#####,Australia,Uganda,4100976
#####,Australia,United Kingdom,46492098
#####,Australia,Zimbabwe,597680
#####,Austria,Austria,17860632
#####,Austria,Belgium,1279334
#####,Austria,Benin,116323
#####,Austria,Bulgaria,4872
#####,Austria,Burkina Faso,10082
#####,Austria,Burundi,1012
#####,Austria,Cameroon,341669
#####,Austria,Colombia,947
#####,Austria,"Congo, Democratic Republic of the",9040
#####,Austria,C̫te d'Ivoire,138370
#####,Austria,Cyprus,10410
#####,Austria,Egypt,233652
#####,Austria,Estonia,8002
#####,Austria,Finland,34082
#####,Austria,France,303677
#####,Austria,Gabon,694
#####,Austria,Germany,1510115
#####,Austria,Ghana,406451
#####,Austria,Guinea,8981
#####,Austria,Guinea-Bissau,175
#####,Austria,India,675
#####,Austria,Ireland,33503
#####,Austria,Italy,535278
#####,Austria,Latvia,48807
#####,Austria,Liberia,16208
#####,Austria,Lithuania,1188993
#####,Austria,Luxembourg,31237
#####,Austria,Malawi,953
#####,Austria,Malaysia,48347
#####,Austria,Mali,8759
#####,Austria,Malta,1131
#####,Austria,Mozambique,31758
#####,Austria,Netherlands,155416
#####,Austria,Philippines,379301
#####,Austria,Portugal,607081
#####,Austria,Senegal,88808
#####,Austria,Sierra Leone,9712
#####,Austria,South Africa,19734
#####,Austria,Spain,1113244
#####,Austria,Tanzania,173627
#####,Austria,Uganda,380998
#####,Austria,Zimbabwe,7243
#####,Azerbaijan,Austria,48882
#####,Azerbaijan,Belgium,23815
#####,Azerbaijan,Egypt,500
#####,Azerbaijan,Estonia,394
#####,Azerbaijan,Finland,32741
#####,Azerbaijan,France,50939
#####,Azerbaijan,Germany,101529
#####,Azerbaijan,India,10156
#####,Azerbaijan,Italy,34719
#####,Azerbaijan,Latvia,5633
#####,Azerbaijan,Lithuania,77090
#####,Azerbaijan,Luxembourg,3363
#####,Azerbaijan,Netherlands,6541
#####,Azerbaijan,Portugal,5454
#####,Azerbaijan,Spain,42393
#####,Bahamas,Austria,2625
#####,Bahamas,Belgium,4232
#####,Bahamas,France,4016
#####,Bahamas,Germany,15750
#####,Bahamas,Ghana,9258
#####,Bahamas,Italy,5377
#####,Bahamas,Luxembourg,390
#####,Bahamas,Malaysia,838
#####,Bahamas,Netherlands,388
#####,Bahamas,Philippines,538
#####,Bahamas,Portugal,14848
#####,Bahamas,Spain,9328
#####,Bahamas,Uganda,776
#####,Bahrain,Austria,1366
#####,Bahrain,Belgium,95673
#####,Bahrain,Benin,8390
#####,Bahrain,Burkina Faso,420
#####,Bahrain,Cameroon,144818
#####,Bahrain,C̫te d'Ivoire,1175
#####,Bahrain,Egypt,154969
#####,Bahrain,Estonia, -   
#####,Bahrain,Finland,48271
#####,Bahrain,France,138262
#####,Bahrain,Germany,50170
#####,Bahrain,Ghana,209644
#####,Bahrain,Guinea,53
#####,Bahrain,India,14758
#####,Bahrain,Italy,44769
#####,Bahrain,Liberia,10
#####,Bahrain,Lithuania,23103
#####,Bahrain,Malawi,238
#####,Bahrain,Malaysia,59619
#####,Bahrain,Netherlands,59931
#####,Bahrain,Philippines,3223822
#####,Bahrain,Portugal,44753
#####,Bahrain,Senegal,238443
#####,Bahrain,Sierra Leone,6918
#####,Bahrain,South Africa,56852
#####,Bahrain,Spain,51359
#####,Bahrain,Tanzania,61459
